arc.mojom.ArcBridgeHost.OnWebApkInstanceReady	OnWebApkInstanceReady	1586396796	1210232295	162
arc.mojom.ArcShellExecutionInstance.Exec	Exec	1612962022	709930770	0
arc.mojom.ArcWifiHost.GetScanResults	GetScanResults	1768704478	1264847059	4
arc.mojom.ArcWifiHost.GetWifiEnabledState	GetWifiEnabledState	1119721290	1495463292	1
arc.mojom.ArcWifiHost.SetWifiEnabledState	SetWifiEnabledState	1991939326	456835464	2
arc.mojom.ArcWifiHost.StartScan	StartScan	780077320	885789658	3
arc.mojom.ArcWifiInstance.Init	Init	860934531	391054401	1
arc.mojom.ArcWifiInstance.ScanCompleted	ScanCompleted	1743301177	426014060	3
arc.mojom.ArcWifiInstance.WifiEnabledStateChanged	WifiEnabledStateChanged	1793129500	2042171299	2
arc.mojom.AudioHost.OnSystemVolumeUpdateRequest	OnSystemVolumeUpdateRequest	468491319	1064052990	1
arc.mojom.AudioHost.ShowVolumeControls	ShowVolumeControls	1428121786	31184839	0
arc.mojom.AudioInstance.Init	Init	860934531	1756977129	3
arc.mojom.AudioInstance.NotifyOutputDeviceInfo	NotifyOutputDeviceInfo	1080507139	601553424	5
arc.mojom.AudioInstance.NotifySpatialAudioState	NotifySpatialAudioState	1104787867	404977425	4
arc.mojom.AudioInstance.NotifySwitchState	NotifySwitchState	2124175421	1250820624	0
arc.mojom.AudioInstance.NotifyVolumeState	NotifyVolumeState	1014572939	1587876332	2
arc.mojom.AuthHost.HandleAddAccountRequest	HandleAddAccountRequest	1005911032	1979440931	15
arc.mojom.AuthHost.HandleRemoveAccountRequest	HandleRemoveAccountRequest	393680923	2145456557	16
arc.mojom.AuthHost.HandleUpdateCredentialsRequest	HandleUpdateCredentialsRequest	192248473	575417167	17
arc.mojom.AuthHost.IsAccountManagerAvailable	IsAccountManagerAvailable	1098061640	796426231	14
arc.mojom.AuthHost.OnAuthorizationResult	OnAuthorizationResult	1763833566	662005801	19
